alpha,beta,A,omega
0.5103872712714832,0.29069714721437373,0.5,0.7223175399950805
1.1112858428609491,0.0822666345685698,0.5,1.05569852859317
0.673750412960444,0.012051327412439142,0.5,0.8211097173566346
0.7212855448738031,0.16462079584325492,0.5,0.8530627437131634
0.7127183419949534,0.21525579133434172,0.5,0.8491918342423879
0.9488723692041449,0.13516497462279028,0.5,0.976807171874443
0.9952315437310177,0.08399942455858131,0.5,0.9992561089394637
1.3709490190717322,0.16282849267450566,0.5,1.173588303906796
1.901098009566083,0.22577180207595637,0.5,1.3819975472426407
1.3815596198085864,0.14111958738708966,0.5,1.1777402530655452
1.7652647108011066,0.29062222012288924,0.5,1.3328980235841963
1.967849902755463,0.1836265802733152,0.5,1.4053550498174436
1.2902610648239576,0.15965521039705663,0.5,1.1386384836637538
0.6535826046480617,0.03527169185107149,0.5,0.8092962406381202
0.573355093736825,0.16891706769642847,0.5,0.7615467265333866
1.7645065889667937,0.03697664023281005,0.5,1.3288908867833686
1.4496499576141932,0.029922930312681763,0.5,1.2044994072557829
1.2407244065594583,0.24586094034401978,0.5,1.118180821487136
1.5947141954772728,0.26085677290866055,0.5,1.2668480229171206
0.5047252291480079,0.15408325049451738,0.5,0.7146636314522028
1.7813009040748606,0.08582467230010364,0.5,1.335909214855779
1.5812344826057358,0.08021896647758113,0.5,1.2587168212047404
1.3097571774667878,0.21885061917472723,0.5,1.1481750867260188
1.522341488900195,0.012549891609939919,0.5,1.2340306799432534
1.390304743754816,0.19253204950180308,0.5,1.1822967169617278
1.1687634112632235,0.1400123958994129,0.5,1.0836201573789794
1.2482071776420345,0.2784903681108497,0.5,1.122089883942621
0.5096472531382774,0.2287471978701479,0.5,0.7201268572654961
1.4828809303553265,0.11984598169792639,0.5,1.2196566787483278
1.974656851863994,0.19918988493397036,0.5,1.4079906628753711
1.1527804146524647,0.04575520243190808,0.5,1.0745081327041974
0.6902489175263542,0.028526043349527436,0.5,0.8314825410642698
1.455427356323526,0.2298305563174401,0.5,1.210126072948466
1.164333196817312,0.18696705666379176,0.5,1.0824216357169887
0.7477526823961005,0.10668161563057191,0.5,0.8671331691307107
1.204987468614124,0.21054815511134667,0.5,1.1014590350635656
0.7184124221214838,0.26545911293440966,0.5,0.853687248774681
1.72906540981666,0.06804841802210954,0.5,1.3159496765247707
1.2251883879181578,0.15345529658813578,0.5,1.109586740836935
1.6291208164851736,0.04063442818904474,0.5,1.2769918162761686
0.6787282286307725,0.0955649865449099,0.5,0.8261121206698779
0.6261579598098097,0.08898022573713023,0.5,0.793494643887195
1.7742138122747155,0.16987021630042742,0.5,1.3344846824145082
1.1525003864728034,0.24869355626228098,0.5,1.0780607489906582
1.6632359258239346,0.028997386129932898,0.5,1.290104118363954
0.6482851929933778,0.10113255014406806,0.5,0.8076110965268992
0.8551786214714897,0.03896419957468784,0.5,0.9255812554915834
1.8657126346355408,0.033519710526405656,0.5,1.3663901340129687
0.6744103182680412,0.12873844298085466,0.5,0.824280998020081
1.306460837975116,0.08369270204039864,0.5,1.1444343948643667
0.9165083294256017,0.2599236878842076,0.5,0.9626326394235646
0.9514103273412288,0.15030315236309003,0.5,0.97840765748762
0.5746554955886958,0.09623161166260603,0.5,0.7605356947042435
1.5202962337855994,0.1574446487759697,0.5,1.2354944011926605
0.572287191865599,0.09943901434118452,0.5,0.759059634260248
1.0037489328568054,0.24220828784831686,0.5,1.0065834262995197
1.3023355600226394,0.02036354963487115,0.5,1.1415476385943126
1.9588237524375525,0.18905635500985304,0.5,1.4022156632647935
1.7784263876790534,0.01616762535487118,0.5,1.3338133061056476
1.2300804237088117,0.1310632374118967,0.5,1.111395555785704
1.720884766254651,0.16051644419021735,0.5,1.3142126691886025
1.0221119004634405,0.04308023217134654,0.5,1.0118274171184698
0.550028981246091,0.2404099633909415,0.5,0.7479438451120844
0.8104445881094446,0.13900572199496475,0.5,0.9032577146777507
0.5848785929915725,0.2360552497143588,0.5,0.7707785033221539
0.9829124491927385,0.09127861986919611,0.5,0.9932159988045797
1.216741882104675,0.1250272233949471,1.0,1.1379296536809809
0.7139290524829696,0.11594700706850355,1.0,0.8867896773760869
1.498232813245383,0.09392264293222397,1.0,1.247771800081258
0.7316448835697702,0.25354925947030116,1.0,0.9434580916705885
1.3531011185535728,0.1316000596225808,1.0,1.198061415711935
1.4800969158969925,0.13481611865891796,1.0,1.2507425754562034
1.1307000952804613,0.09509195568868054,1.0,1.0909319720247852
1.7409995861852003,0.2844112147452669,1.0,1.3851918984028864
1.9863429040870608,0.25725001457902286,1.0,1.4653068495025028
1.645908880625971,0.054374398653147714,1.0,1.296106816502478
0.7398402187951605,0.2633531584705088,1.0,0.9510183714520075
0.7217445616521712,0.1395263364158679,1.0,0.899415655807752
0.8605858816247505,0.057503894049674084,1.0,0.9468504715137427
1.0436896861228115,0.27391666741596454,1.0,1.1022193988756455
1.5144201667014032,0.23093042716409437,1.0,1.2879253408792617
1.8797873498904893,0.15810676571187596,1.0,1.4066286213711179
1.4435251303866108,0.1716003296585562,1.0,1.2453013034696496
1.9933739922734466,0.0385307189037304,1.0,1.4203716737489094
