alpha,beta,delta,F0,omega_ext,A,max_residual
1.3178018248086563,0.057146927951268335,0.133122049293189,0.7869999516782016,1.3262544418767146,1.556781368705195,9.90975225267323e-11
1.1722831594716552,0.06977600320895402,0.18072304527524377,0.46933808556391565,1.1303792166136257,1.6770299244838818,2.2342152755455194e-12
0.7891993585982509,0.16482861509409535,0.05567001065443098,0.1312548501930974,0.9986129785317779,0.6055052774961615,1.0874218115781512e-10
1.1954902562699856,0.24732731076711556,0.16713248863684185,0.15804505843036565,1.4468209202596074,0.16997823335958964,5.836007391689368e-12
0.6979097779333105,0.09606421938825653,0.10783193576000785,0.5006522171753729,1.0264389893888877,1.2129571897400522,6.389382088958071e-12
1.176882186481424,0.22088602789710118,0.02276401082501993,1.065598480179406,0.831978883169223,1.2197463112054938,1.770994551197362e-10
1.935121968860284,0.2520651467963823,0.13229190001987312,1.0737182248398578,1.2739121721261493,1.6056914570921006,1.0085519142924963e-10
1.2663673712305192,0.1559630645733119,0.17489318697680598,0.10547302113587072,1.0263735504653262,0.3787653400659432,1.1579968011753936e-12
1.174080435064636,0.23157756872528729,0.07549672921553525,0.17313532004051796,0.8576230946430912,0.3906095298565527,6.728716662997572e-13
0.8711444607063645,0.21941313680134045,0.031055546232828267,0.6119651104810918,1.4252192869977545,0.5265879867992024,2.276628336651772e-13
1.364909901857367,0.010594013283458938,0.15131920382181485,0.4596632214056199,1.153709585814179,2.619982592213083,5.710481561154216e-10
0.7372334931095943,0.15680816334563297,0.0695824151781981,0.7320138338031471,1.4544860943026827,0.5293857197163157,4.174356493394558e-11
0.6497567279879616,0.07104884779503574,0.04233724753307073,1.0147666481699527,0.9280141088787265,1.668498136136264,1.2877953448832003e-11
1.2366547867024076,0.2047866444427066,0.04131622426744196,0.1752562821392592,1.235033416109721,0.5952601895802866,5.806038970321063e-12
0.7001653192301942,0.2028306693399558,0.16278129686863688,0.7098556491002127,1.4258759158438572,0.5241674468978362,1.2595304364813423e-12
1.4237848404420113,0.21449518084093463,0.04275933801319033,0.2659311589419156,1.2998374326640367,0.9219675609141892,6.6713831742806154e-12
0.8021369344790914,0.011265196705680743,0.14041339875145842,0.7557324681367026,1.3875903014646522,0.6628908636422223,1.8081208292471591e-12
1.5307991368645983,0.22102165565420226,0.0641473249203905,0.36845244969331503,0.9695852762466227,0.621147165638532,6.599362486010792e-13
1.7159349821303542,0.1295114495363678,0.15735924775918111,0.14246933613359095,0.9644931137945782,0.17803935141673344,3.2812661085614645e-13
0.7267046032933192,0.23720361269395887,0.04107274484665638,0.9324684149501545,1.146817738008447,1.127202356808446,2.3618093364227855e-10
1.954067169917648,0.2245334296304361,0.056497879471543284,0.5964448550389699,0.9301781007417449,0.5470835673523025,9.479312653169854e-16
1.043064534890746,0.20597441700977032,0.10540933042532526,0.4334830024207843,1.1206936979642892,1.2058104358126502,4.97503204281134e-10
1.0631226060495491,0.10949242012739327,0.05506894679692214,0.1975029696795481,0.9843116167394934,1.6172365155133304,2.821838201681104e-11
1.0676858341356552,0.05153742772114615,0.07660821016942698,0.6728559608265519,1.3390611143103737,0.9166917242581912,3.694725594670927e-12
0.649228716376244,0.0219392552922835,0.059328048212508915,0.8896176097156974,1.2932149261881256,0.8667632793609248,2.7654995906938447e-15
1.6163153448061125,0.1303069799215001,0.017373915508997962,0.32599228028611693,1.484177650130753,0.5550599396706687,1.9235475033531656e-12
0.9018235467608999,0.0433259563276728,0.11673347424205076,0.5670227533916256,1.1089317487566022,1.5145976296346284,3.416947159759953e-11
1.2386861007631254,0.2937932708400488,0.1396626673700351,0.9627065054836162,1.4569357165575227,0.9901614465022008,4.224748189509871e-12
1.8963530351227682,0.2568811764215979,0.12114026309814085,0.442636623954588,0.9553722514660872,0.44693173889826393,2.558476014323806e-11
1.4273228438812389,0.05828618844330213,0.035437583945972614,0.9563569809869391,1.3823155121485415,1.7431679443234926,2.128659848994121e-10
1.8530807137239762,0.11909429485143727,0.06904999234608133,1.415937044319521,1.2438966977015367,2.0304641072744576,2.9379897703856526e-10
0.8023647466236363,0.2509283771815037,0.060146755133504634,0.510061498188544,0.9305657919012272,1.1855982249278179,1.5217048721652454e-10
1.1346147904870383,0.023507646374509084,0.12516181810583252,0.5526386842894092,1.2441274400814908,1.2470651424623544,3.0692098774876925e-13
1.5139521098888158,0.2961715081523038,0.1115419149631377,1.228105955130982,0.8582877720101517,1.169264385781708,1.0814185314402441e-09
0.9937325432390155,0.0681639170244996,0.17242196816968794,0.7952606615374253,1.085663361117124,1.8370290093555253,1.2201153136188765e-11
1.284223109716839,0.16733767143150108,0.10921878931008644,0.562103537289071,1.2018872129461953,1.4433751653543458,6.732005505345336e-12
1.1799229229105206,0.0929591481761565,0.026656384318163043,0.5497443698550526,1.4684535091316764,0.5624325648066195,1.030548619789595e-11
1.8552324243360652,0.2796303860266026,0.10654927794672689,0.1655802176387614,1.2673045716386881,0.5864613044345827,8.563231318463432e-12
1.094658798304299,0.07449417772455182,0.18742755802911268,0.43450949130085437,1.4952500950699537,0.36978378303187587,6.001044688402766e-13
1.2899363003842885,0.0793262733199291,0.028939818833561767,0.3005486887473291,0.8559764131634474,0.538857719241443,5.321662488684299e-12
1.4370080246176786,0.13230813507042563,0.17612795308621748,0.34918036507369243,1.2008003219839267,1.4591614184497577,3.319515867056967e-12
